frame, face_id, timestamp, confidence, success, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
441,  0,  17.600,  0.98,  1,  14.0,  -219.5,  1117.3,  0.267,  0.501,  -0.012, 0.20, 0.00, 2.71, 0.00, 0.00, 1.69, 0.16, 0.56, 0.00, 0.05, 0.00, 1.56, 0.00, 0.52, 1.45, 2.49, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
442,  0,  17.640,  0.98,  1,  14.7,  -220.4,  1119.0,  0.253,  0.492,  -0.006, 0.15, 0.00, 2.75, 0.00, 0.00, 1.69, 0.16, 0.69, 0.00, 0.07, 0.00, 1.53, 0.04, 0.46, 1.66, 2.37, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
443,  0,  17.680,  0.98,  1,  15.4,  -222.0,  1122.9,  0.245,  0.479,  -0.000, 0.11, 0.00, 2.75, 0.00, 0.00, 1.65, 0.12, 0.72, 0.00, 0.12, 0.00, 1.57, 0.15, 0.39, 1.73, 2.29, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
444,  0,  17.720,  0.98,  1,  15.2,  -222.7,  1127.3,  0.244,  0.474,  0.002, 0.10, 0.00, 2.80, 0.00, 0.00, 1.86, 0.11, 0.69, 0.00, 0.09, 0.00, 1.54, 0.35, 0.32, 1.69, 2.11, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
445,  0,  17.760,  0.98,  1,  15.4,  -222.7,  1129.8,  0.246,  0.471,  0.001, 0.12, 0.00, 2.85, 0.00, 0.00, 1.93, 0.07, 0.64, 0.00, 0.07, 0.00, 1.49, 0.44, 0.25, 1.63, 1.91, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
446,  0,  17.800,  0.98,  1,  19.0,  -225.2,  1130.7,  0.243,  0.468,  0.007, 0.10, 0.00, 2.92, 0.00, 0.00, 2.02, 0.05, 0.59, 0.00, 0.06, 0.00, 1.44, 0.43, 0.24, 1.65, 1.80, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
447,  0,  17.840,  0.98,  1,  17.9,  -227.8,  1134.3,  0.237,  0.455,  0.012, 0.03, 0.00, 2.97, 0.00, 0.00, 1.95, 0.01, 0.60, 0.00, 0.10, 0.00, 1.48, 0.26, 0.24, 1.59, 1.72, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
448,  0,  17.880,  0.98,  1,  19.4,  -227.6,  1138.4,  0.238,  0.455,  0.015, 0.01, 0.00, 2.93, 0.00, 0.00, 1.97, 0.00, 0.65, 0.00, 0.11, 0.00, 1.56, 0.14, 0.26, 1.47, 1.69, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
449,  0,  17.920,  0.98,  1,  19.0,  -229.4,  1139.8,  0.236,  0.451,  0.018, 0.01, 0.00, 2.80, 0.00, 0.00, 1.92, 0.00, 0.63, 0.00, 0.06, 0.00, 1.55, 0.04, 0.22, 1.39, 1.60, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
450,  0,  17.960,  0.98,  1,  20.5,  -229.4,  1144.5,  0.237,  0.449,  0.020, 0.01, 0.00, 2.70, 0.00, 0.00, 1.95, 0.00, 0.63, 0.00, 0.01, 0.00, 1.53, 0.00, 0.18, 1.33, 1.51, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
451,  0,  18.000,  0.98,  1,  20.3,  -230.5,  1148.3,  0.238,  0.444,  0.022, 0.00, 0.00, 2.64, 0.00, 0.00, 1.93, 0.00, 0.61, 0.00, 0.00, 0.00, 1.40, 0.00, 0.10, 1.37, 1.36, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
452,  0,  18.040,  0.98,  1,  21.0,  -230.6,  1149.7,  0.236,  0.445,  0.026, 0.00, 0.06, 2.58, 0.01, 0.00, 1.78, 0.00, 0.73, 0.00, 0.00, 0.00, 1.18, 0.00, 0.05, 1.36, 1.09, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
453,  0,  18.080,  0.98,  1,  21.4,  -230.7,  1153.4,  0.244,  0.442,  0.025, 0.02, 0.06, 2.46, 0.09, 0.00, 1.65, 0.00, 0.79, 0.00, 0.00, 0.00, 1.01, 0.00, 0.00, 1.38, 0.92, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
454,  0,  18.120,  0.98,  1,  21.7,  -231.6,  1155.7,  0.240,  0.439,  0.025, 0.04, 0.06, 2.30, 0.09, 0.00, 1.51, 0.00, 0.93, 0.00, 0.00, 0.04, 1.01, 0.03, 0.00, 1.33, 0.83, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
455,  0,  18.160,  0.98,  1,  22.4,  -230.7,  1154.6,  0.246,  0.435,  0.021, 0.10, 0.00, 2.32, 0.07, 0.00, 1.55, 0.00, 0.96, 0.00, 0.00, 0.04, 1.00, 0.07, 0.00, 1.26, 0.83, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
456,  0,  18.200,  0.98,  1,  22.8,  -231.3,  1155.4,  0.240,  0.430,  0.018, 0.09, 0.00, 2.29, 0.00, 0.00, 1.48, 0.00, 1.04, 0.00, 0.00, 0.09, 1.04, 0.12, 0.00, 1.19, 0.91, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
457,  0,  18.240,  0.98,  1,  24.1,  -231.4,  1154.8,  0.243,  0.427,  0.019, 0.07, 0.00, 2.33, 0.00, 0.00, 1.51, 0.00, 1.01, 0.00, 0.00, 0.12, 0.92, 0.14, 0.00, 1.13, 0.87, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
458,  0,  18.280,  0.98,  1,  24.2,  -231.3,  1154.2,  0.236,  0.424,  0.019, 0.05, 0.06, 2.18, 0.11, 0.00, 1.43, 0.00, 1.05, 0.00, 0.00, 0.25, 0.90, 0.20, 0.00, 1.12, 0.89, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
459,  0,  18.320,  0.98,  1,  25.8,  -232.1,  1156.9,  0.231,  0.419,  0.018, 0.05, 0.06, 2.04, 0.16, 0.00, 1.50, 0.00, 1.11, 0.00, 0.00, 0.25, 0.78, 0.33, 0.00, 1.19, 0.75, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
460,  0,  18.360,  0.98,  1,  25.9,  -232.4,  1159.0,  0.226,  0.418,  0.018, 0.05, 0.06, 1.82, 0.16, 0.00, 1.49, 0.00, 1.21, 0.00, 0.00, 0.23, 0.83, 0.33, 0.00, 1.09, 0.59, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
461,  0,  18.400,  0.98,  1,  27.3,  -234.0,  1162.5,  0.217,  0.406,  0.021, 0.09, 0.33, 1.22, 0.41, 0.00, 1.07, 0.00, 1.37, 0.00, 0.00, 0.11, 0.81, 0.24, 0.14, 0.73, 0.32, 0.21, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
462,  0,  18.440,  0.98,  1,  28.4,  -238.2,  1176.4,  0.175,  0.388,  0.027, 0.40, 0.94, 0.63, 0.92, 0.00, 0.55, 0.00, 1.53, 0.04, 0.02, 0.14, 0.90, 0.06, 0.36, 0.28, 0.11, 0.52, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
463,  0,  18.480,  0.98,  1,  30.6,  -240.1,  1179.8,  0.157,  0.372,  0.025, 0.61, 1.43, 0.07, 1.29, 0.00, 0.04, 0.00, 1.66, 0.16, 0.05, 0.21, 0.77, 0.00, 0.63, 0.00, 0.00, 0.84, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
464,  0,  18.520,  0.93,  1,  33.8,  -238.1,  1170.6,  0.176,  0.336,  0.017, 0.65, 1.49, 0.00, 1.20, 0.02, 0.00, 0.00, 1.54, 0.30, 0.19, 0.49, 0.88, 0.00, 0.66, 0.00, 0.31, 0.90, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
465,  0,  18.560,  0.93,  1,  38.5,  -233.2,  1155.5,  0.195,  0.284,  -0.003, 0.33, 1.17, 0.01, 0.64, 0.10, 0.09, 0.00, 1.44, 0.32, 0.17, 0.44, 0.97, 0.27, 0.43, 0.64, 1.34, 1.07, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
466,  0,  18.600,  0.93,  1,  44.9,  -230.2,  1151.8,  0.236,  0.253,  -0.015, 0.12, 0.89, 0.10, 0.27, 0.11, 0.09, 0.00, 1.38, 0.32, 0.15, 0.31, 1.06, 0.57, 0.17, 1.27, 2.34, 1.16, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
467,  0,  18.640,  0.98,  1,  51.4,  -229.0,  1148.8,  0.232,  0.159,  -0.016, 0.00, 0.50, 0.27, 0.00, 0.10, 0.11, 0.00, 1.55, 0.32, 0.00, 0.02, 0.84, 0.64, 0.00, 1.88, 2.81, 1.17, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
468,  0,  18.680,  0.98,  1,  58.9,  -231.7,  1159.5,  0.248,  0.109,  -0.035, 0.00, 0.20, 0.45, 0.00, 0.02, 0.06, 0.00, 1.81, 0.32, 0.00, 0.03, 0.64, 0.37, 0.00, 1.76, 2.34, 0.93, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
469,  0,  18.720,  0.98,  1,  64.5,  -233.2,  1165.4,  0.234,  0.053,  -0.034, 0.20, 0.00, 0.42, 0.00, 0.01, 0.06, 0.00, 2.07, 0.22, 0.00, 0.20, 0.55, 0.07, 0.00, 1.54, 1.66, 0.76, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
470,  0,  18.760,  0.98,  1,  69.0,  -233.1,  1161.1,  0.214,  -0.019,  -0.024, 0.48, 0.00, 0.30, 0.00, 0.00, 0.05, 0.00, 2.12, 0.08, 0.00, 0.83, 0.40, 0.00, 0.00, 1.43, 1.31, 0.58, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
471,  0,  18.800,  0.98,  1,  74.0,  -233.8,  1162.3,  0.218,  -0.093,  -0.012, 0.63, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 1.61, 0.01, 0.00, 1.35, 0.31, 0.00, 0.00, 0.90, 0.75, 0.41, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
472,  0,  18.840,  0.98,  1,  78.1,  -231.6,  1147.7,  0.220,  -0.133,  -0.014, 0.56, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.89, 0.00, 0.00, 1.89, 0.66, 0.00, 0.00, 0.49, 0.43, 0.29, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
473,  0,  18.880,  0.98,  1,  82.7,  -232.3,  1149.5,  0.213,  -0.184,  -0.027, 0.54, 0.06, 0.19, 0.00, 0.00, 0.02, 0.00, 0.64, 0.00, 0.00, 2.08, 0.86, 0.21, 0.00, 0.01, 0.05, 0.21, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
474,  0,  18.920,  0.98,  1,  85.0,  -228.4,  1134.3,  0.224,  -0.216,  -0.032, 0.62, 0.06, 0.46, 0.02, 0.00, 0.16, 0.00, 0.89, 0.00, 0.00, 1.73, 0.82, 0.21, 0.00, 0.24, 0.36, 0.22, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
475,  0,  18.960,  0.98,  1,  86.2,  -229.5,  1142.5,  0.245,  -0.206,  -0.031, 0.82, 0.13, 0.84, 0.04, 0.00, 0.30, 0.00, 1.49, 0.00, 0.00, 1.26, 0.36, 0.21, 0.00, 0.67, 0.55, 0.09, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
476,  0,  19.000,  0.98,  1,  87.6,  -231.3,  1150.2,  0.246,  -0.213,  -0.037, 0.89, 0.08, 0.94, 0.04, 0.00, 0.29, 0.00, 1.46, 0.00, 0.00, 1.37, 0.38, 0.00, 0.00, 0.71, 0.58, 0.12, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
477,  0,  19.040,  0.98,  1,  87.4,  -231.5,  1152.6,  0.235,  -0.224,  -0.038, 0.91, 0.08, 0.98, 0.02, 0.00, 0.15, 0.00, 1.02, 0.00, 0.00, 1.70, 0.74, 0.00, 0.00, 0.48, 0.27, 0.12, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
478,  0,  19.080,  0.98,  1,  87.5,  -233.0,  1156.6,  0.209,  -0.222,  -0.033, 0.82, 0.01, 0.94, 0.00, 0.00, 0.12, 0.00, 0.92, 0.00, 0.00, 3.12, 1.18, 0.35, 0.00, 0.59, 0.22, 0.18, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
479,  0,  19.120,  0.98,  1,  85.9,  -230.0,  1147.2,  0.220,  -0.221,  -0.025, 0.78, 0.00, 0.96, 0.00, 0.00, 0.29, 0.00, 0.95, 0.00, 0.00, 3.09, 1.16, 0.72, 0.00, 0.94, 0.51, 0.13, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
480,  0,  19.160,  0.98,  1,  85.1,  -226.6,  1136.5,  0.241,  -0.241,  -0.026, 0.78, 0.00, 1.00, 0.00, 0.00, 0.44, 0.00, 1.23, 0.00, 0.00, 3.78, 0.95, 1.32, 0.00, 1.20, 0.74, 0.07, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
481,  0,  19.200,  0.98,  1,  85.3,  -229.1,  1142.1,  0.213,  -0.237,  -0.022, 0.82, 0.00, 1.03, 0.02, 0.00, 0.36, 0.00, 1.02, 0.00, 0.00, 3.46, 0.75, 0.97, 0.00, 0.66, 0.67, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
482,  0,  19.240,  0.98,  1,  86.0,  -232.5,  1152.1,  0.205,  -0.234,  -0.025, 0.86, 0.00, 1.07, 0.02, 0.00, 0.18, 0.00, 0.98, 0.00, 0.00, 3.54, 0.92, 0.60, 0.00, 0.29, 0.43, 0.03, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
483,  0,  19.280,  0.98,  1,  86.9,  -234.0,  1154.7,  0.218,  -0.225,  -0.035, 0.97, 0.02, 1.07, 0.08, 0.00, 0.16, 0.00, 1.39, 0.00, 0.00, 3.79, 1.10, 0.23, 0.00, 0.72, 0.31, 0.12, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00
484,  0,  19.320,  0.98,  1,  87.8,  -233.8,  1152.2,  0.239,  -0.226,  -0.042, 0.97, 0.06, 1.07, 0.24, 0.03, 0.52, 0.00, 1.79, 0.00, 0.00, 3.51, 0.79, 0.69, 0.00, 1.64, 0.76, 0.22, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
485,  0,  19.360,  0.98,  1,  88.5,  -231.1,  1142.5,  0.256,  -0.227,  -0.045, 0.95, 0.06, 1.12, 0.45, 0.17, 0.92, 0.00, 2.37, 0.00, 0.00, 4.20, 0.41, 2.34, 0.00, 2.76, 1.25, 0.37, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
486,  0,  19.400,  0.98,  1,  88.0,  -225.8,  1125.4,  0.250,  -0.239,  -0.039, 1.02, 0.21, 1.16, 0.67, 0.26, 1.12, 0.00, 2.99, 0.00, 0.00, 4.40, 0.14, 3.77, 0.00, 3.74, 1.44, 0.46, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
487,  0,  19.440,  0.98,  1,  89.5,  -223.6,  1122.2,  0.236,  -0.247,  -0.036, 1.18, 0.42, 1.11, 0.61, 0.23, 0.87, 0.00, 2.58, 0.00, 0.00, 4.87, 0.14, 4.23, 0.00, 3.37, 0.91, 0.59, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
488,  0,  19.480,  0.98,  1,  92.3,  -229.9,  1147.2,  0.223,  -0.242,  -0.049, 1.27, 0.52, 0.88, 0.42, 0.09, 0.54, 0.00, 1.94, 0.03, 0.00, 4.87, 0.13, 2.78, 0.00, 2.21, 0.29, 0.74, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
489,  0,  19.520,  0.98,  1,  95.3,  -234.3,  1164.2,  0.181,  -0.224,  -0.055, 1.25, 0.63, 0.77, 0.14, 0.02, 0.46, 0.00, 1.33, 0.30, 0.00, 4.00, 0.00, 1.12, 0.00, 0.73, 0.00, 0.74, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00
490,  0,  19.560,  0.98,  1,  94.4,  -234.0,  1169.8,  0.206,  -0.220,  -0.064, 1.08, 0.58, 0.78, 0.03, 0.30, 0.83, 0.00, 1.30, 0.54, 0.00, 4.12, 0.00, 0.44, 0.00, 0.79, 0.00, 0.65, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00
491,  0,  19.600,  0.98,  1,  94.7,  -229.6,  1152.3,  0.202,  -0.200,  -0.063, 1.03, 0.65, 0.87, 0.00, 0.66, 1.28, 0.00, 1.80, 0.75, 0.00, 4.12, 0.00, 0.65, 0.00, 1.68, 0.22, 0.47, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00
492,  0,  19.640,  0.98,  1,  93.1,  -229.3,  1157.4,  0.206,  -0.189,  -0.066, 0.96, 0.57, 0.82, 0.00, 0.94, 1.61, 0.00, 1.51, 0.86, 0.00, 4.68, 0.00, 0.65, 0.00, 2.55, 0.22, 0.39, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
493,  0,  19.680,  0.98,  1,  95.1,  -231.4,  1157.4,  0.251,  -0.188,  -0.070, 1.03, 0.60, 0.59, 0.00, 0.82, 1.57, 0.00, 2.09, 1.11, 0.00, 4.35, 0.00, 0.42, 0.00, 3.16, 0.22, 0.43, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
494,  0,  19.720,  0.98,  1,  94.8,  -233.6,  1168.5,  0.269,  -0.200,  -0.073, 1.03, 0.73, 0.43, 0.00, 0.54, 1.45, 0.00, 2.11, 1.24, 0.00, 3.28, 0.00, 0.00, 0.00, 3.44, 0.00, 0.41, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
495,  0,  19.760,  0.98,  1,  95.3,  -233.9,  1169.6,  0.275,  -0.221,  -0.074, 1.14, 0.82, 0.43, 0.00, 0.27, 1.27, 0.00, 2.70, 1.18, 0.00, 3.26, 0.00, 0.00, 0.00, 3.88, 0.00, 0.44, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
496,  0,  19.800,  0.98,  1,  94.7,  -232.1,  1170.6,  0.309,  -0.243,  -0.069, 1.22, 0.84, 0.59, 0.00, 0.15, 1.01, 0.00, 2.74, 0.95, 0.00, 2.28, 0.05, 0.00, 0.00, 3.83, 0.00, 0.36, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
497,  0,  19.840,  0.98,  1,  92.5,  -227.5,  1166.1,  0.318,  -0.253,  -0.062, 1.19, 0.68, 0.74, 0.00, 0.08, 0.87, 0.00, 2.92, 0.82, 0.00, 2.34, 0.13, 0.00, 0.00, 3.99, 0.00, 0.29, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
498,  0,  19.880,  0.98,  1,  91.6,  -223.7,  1160.7,  0.336,  -0.261,  -0.061, 1.10, 0.52, 0.80, 0.00, 0.04, 0.82, 0.00, 2.97, 0.57, 0.00, 2.67, 0.33, 0.00, 0.00, 4.16, 0.00, 0.13, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
499,  0,  19.920,  0.98,  1,  89.7,  -219.3,  1158.5,  0.368,  -0.268,  -0.062, 1.09, 0.41, 0.79, 0.00, 0.00, 0.83, 0.00, 3.07, 0.40, 0.00, 3.99, 0.59, 0.00, 0.00, 4.50, 0.00, 0.04, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
500,  0,  19.960,  0.98,  1,  89.6,  -217.7,  1158.3,  0.382,  -0.267,  -0.060, 1.14, 0.31, 0.90, 0.00, 0.00, 0.85, 0.00, 3.10, 0.17, 0.00, 5.00, 0.92, 0.04, 0.00, 4.51, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
