frame, face_id, timestamp, confidence, success, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
261,  0,  10.400,  0.98,  1,  52.6,  -227.4,  1128.3,  0.166,  -0.082,  -0.060, 0.34, 0.39, 0.15, 0.00, 0.00, 0.22, 0.00, 0.63, 0.00, 0.00, 0.03, 0.81, 0.00, 0.00, 0.00, 1.61, 0.47, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
262,  0,  10.440,  0.98,  1,  59.2,  -227.2,  1119.1,  0.205,  -0.129,  -0.062, 0.70, 0.46, 0.15, 0.05, 0.00, 0.19, 0.00, 0.77, 0.00, 0.00, 0.08, 0.81, 0.00, 0.00, 0.00, 1.69, 0.36, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
263,  0,  10.480,  0.98,  1,  65.0,  -228.4,  1130.7,  0.256,  -0.149,  -0.074, 0.92, 0.38, 0.18, 0.08, 0.00, 0.38, 0.00, 1.26, 0.00, 0.00, 0.15, 0.80, 0.00, 0.00, 0.22, 1.63, 0.34, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
264,  0,  10.520,  0.98,  1,  68.9,  -226.1,  1137.0,  0.275,  -0.173,  -0.071, 1.03, 0.41, 0.28, 0.08, 0.00, 0.62, 0.00, 1.62, 0.00, 0.00, 0.30, 0.39, 0.00, 0.00, 0.36, 1.05, 0.38, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
265,  0,  10.560,  0.98,  1,  72.2,  -223.8,  1140.4,  0.284,  -0.196,  -0.068, 1.03, 0.25, 0.59, 0.03, 0.00, 0.56, 0.00, 1.10, 0.00, 0.00, 0.60, 0.24, 0.00, 0.00, 0.46, 0.81, 0.25, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00
266,  0,  10.600,  0.98,  1,  75.1,  -224.7,  1143.6,  0.281,  -0.200,  -0.062, 1.04, 0.14, 0.94, 0.00, 0.00, 0.52, 0.00, 0.46, 0.00, 0.00, 0.75, 0.01, 0.00, 0.00, 0.24, 0.36, 0.08, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00
267,  0,  10.640,  0.98,  1,  79.0,  -229.0,  1152.2,  0.243,  -0.200,  -0.055, 1.12, 0.00, 1.26, 0.00, 0.00, 0.34, 0.00, 0.00, 0.00, 0.00, 0.89, 0.01, 0.00, 0.00, 0.09, 0.35, 0.05, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00
268,  0,  10.680,  0.98,  1,  82.1,  -234.2,  1161.7,  0.217,  -0.186,  -0.054, 1.08, 0.00, 1.39, 0.00, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.74, 0.12, 0.00, 0.00, 0.00, 0.13, 0.04, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00
269,  0,  10.720,  0.98,  1,  83.9,  -234.1,  1158.4,  0.228,  -0.182,  -0.053, 0.87, 0.00, 1.53, 0.00, 0.00, 0.14, 0.00, 0.00, 0.00, 0.00, 0.91, 0.11, 0.00, 0.00, 0.26, 0.43, 0.09, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00
270,  0,  10.760,  0.98,  1,  85.1,  -230.7,  1144.8,  0.244,  -0.194,  -0.051, 0.71, 0.00, 1.91, 0.00, 0.00, 0.21, 0.00, 0.00, 0.00, 0.00, 1.16, 0.15, 0.00, 0.00, 0.39, 0.68, 0.12, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00
271,  0,  10.800,  0.98,  1,  87.3,  -229.2,  1140.9,  0.248,  -0.211,  -0.051, 0.66, 0.00, 2.24, 0.00, 0.00, 0.41, 0.00, 0.06, 0.00, 0.00, 1.14, 0.04, 0.00, 0.00, 0.43, 0.91, 0.20, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00
272,  0,  10.840,  0.98,  1,  90.6,  -232.8,  1153.8,  0.222,  -0.207,  -0.045, 0.78, 0.00, 2.37, 0.00, 0.00, 0.40, 0.00, 0.25, 0.00, 0.00, 0.76, 0.46, 0.03, 0.00, 0.16, 0.90, 0.25, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00
273,  0,  10.880,  0.98,  1,  93.5,  -235.6,  1165.8,  0.214,  -0.193,  -0.038, 0.87, 0.00, 2.11, 0.00, 0.00, 0.55, 0.00, 0.63, 0.00, 0.00, 1.09, 0.42, 0.03, 0.00, 0.06, 0.59, 0.18, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
274,  0,  10.920,  0.98,  1,  96.0,  -237.7,  1172.2,  0.216,  -0.188,  -0.036, 0.92, 0.00, 1.85, 0.00, 0.00, 0.75, 0.00, 1.15, 0.00, 0.00, 1.69, 0.42, 0.03, 0.00, 0.35, 0.29, 0.21, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
275,  0,  10.960,  0.98,  1,  97.9,  -238.8,  1175.4,  0.219,  -0.186,  -0.033, 0.83, 0.00, 1.77, 0.00, 0.00, 1.12, 0.00, 1.55, 0.00, 0.00, 1.91, 0.04, 0.00, 0.00, 0.51, 0.00, 0.20, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
276,  0,  11.000,  0.98,  1,  100.1,  -238.8,  1175.8,  0.227,  -0.183,  -0.029, 0.77, 0.00, 1.93, 0.00, 0.00, 1.03, 0.00, 1.75, 0.00, 0.00, 1.49, 0.04, 0.00, 0.00, 0.80, 0.00, 0.33, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
277,  0,  11.040,  0.98,  1,  102.7,  -238.8,  1173.5,  0.224,  -0.186,  -0.024, 0.72, 0.00, 2.10, 0.00, 0.00, 1.00, 0.00, 1.76, 0.00, 0.00, 1.51, 0.04, 0.00, 0.00, 0.91, 0.00, 0.21, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
278,  0,  11.080,  0.98,  1,  106.1,  -239.0,  1173.1,  0.229,  -0.192,  -0.019, 0.74, 0.00, 2.22, 0.00, 0.00, 0.95, 0.00, 1.87, 0.00, 0.00, 1.76, 0.09, 0.00, 0.00, 1.09, 0.00, 0.19, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
279,  0,  11.120,  0.98,  1,  109.4,  -238.9,  1174.7,  0.239,  -0.204,  -0.008, 0.74, 0.00, 2.31, 0.00, 0.00, 1.07, 0.00, 2.02, 0.00, 0.00, 1.99, 0.09, 0.00, 0.00, 1.40, 0.00, 0.06, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
280,  0,  11.160,  0.98,  1,  113.0,  -237.7,  1175.0,  0.251,  -0.230,  -0.007, 0.70, 0.00, 2.41, 0.00, 0.00, 0.88, 0.00, 2.28, 0.00, 0.00, 2.67, 0.09, 0.00, 0.00, 1.97, 0.00, 0.06, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
281,  0,  11.200,  0.98,  1,  116.5,  -237.5,  1177.4,  0.261,  -0.253,  -0.012, 0.71, 0.00, 2.53, 0.00, 0.00, 0.72, 0.00, 2.11, 0.00, 0.00, 2.38, 0.00, 0.00, 0.00, 2.42, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
282,  0,  11.240,  0.98,  1,  118.8,  -236.3,  1174.8,  0.263,  -0.274,  -0.012, 0.60, 0.00, 2.71, 0.00, 0.00, 0.65, 0.00, 1.97, 0.00, 0.00, 3.35, 0.22, 0.00, 0.00, 2.83, 0.00, 0.04, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
283,  0,  11.280,  0.98,  1,  118.8,  -231.1,  1159.0,  0.267,  -0.290,  -0.013, 0.53, 0.00, 2.92, 0.02, 0.00, 0.74, 0.00, 1.39, 0.00, 0.00, 3.37, 0.22, 0.00, 0.00, 2.31, 0.00, 0.04, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
284,  0,  11.320,  0.98,  1,  119.1,  -231.1,  1165.3,  0.268,  -0.272,  -0.008, 0.54, 0.00, 2.94, 0.02, 0.00, 0.90, 0.00, 0.87, 0.00, 0.00, 3.96, 0.22, 0.00, 0.00, 1.84, 0.00, 0.04, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
285,  0,  11.360,  0.98,  1,  118.6,  -232.4,  1172.1,  0.253,  -0.232,  -0.001, 0.68, 0.00, 2.77, 0.02, 0.11, 1.28, 0.00, 0.84, 0.12, 0.00, 2.64, 0.00, 0.00, 0.00, 1.38, 0.02, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00
286,  0,  11.400,  0.98,  1,  117.7,  -232.5,  1172.8,  0.246,  -0.192,  0.003, 0.80, 0.00, 2.66, 0.00, 0.34, 1.92, 0.00, 1.23, 0.20, 0.00, 2.10, 0.00, 0.32, 0.00, 1.96, 0.37, 0.06, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00
287,  0,  11.440,  0.98,  1,  115.7,  -229.2,  1160.5,  0.250,  -0.176,  0.004, 0.87, 0.00, 2.73, 0.00, 0.57, 2.42, 0.00, 1.69, 0.20, 0.00, 2.38, 0.00, 0.73, 0.00, 2.45, 0.83, 0.13, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00
288,  0,  11.480,  0.98,  1,  114.0,  -227.4,  1155.8,  0.242,  -0.170,  -0.001, 0.96, 0.00, 2.80, 0.00, 0.53, 2.40, 0.00, 1.81, 0.09, 0.00, 3.05, 0.00, 0.74, 0.00, 2.42, 1.03, 0.19, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00
289,  0,  11.520,  0.98,  1,  114.3,  -230.9,  1168.2,  0.216,  -0.184,  -0.008, 0.95, 0.00, 2.70, 0.00, 0.32, 2.13, 0.00, 1.73, 0.01, 0.00, 3.00, 0.16, 0.42, 0.00, 1.71, 1.06, 0.31, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00
290,  0,  11.560,  0.98,  1,  112.5,  -233.5,  1176.6,  0.202,  -0.172,  -0.015, 0.92, 0.00, 2.54, 0.00, 0.17, 1.80, 0.00, 1.71, 0.09, 0.00, 2.09, 0.16, 0.11, 0.00, 1.24, 1.02, 0.60, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
291,  0,  11.600,  0.98,  1,  108.7,  -235.0,  1183.4,  0.206,  -0.129,  -0.016, 0.76, 0.00, 2.49, 0.00, 0.30, 1.74, 0.00, 1.78, 0.28, 0.00, 1.07, 0.16, 0.10, 0.00, 1.20, 1.34, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
292,  0,  11.640,  0.98,  1,  100.8,  -233.8,  1175.2,  0.207,  -0.054,  -0.021, 0.62, 0.00, 2.53, 0.00, 0.57, 1.94, 0.00, 1.91, 0.50, 0.00, 0.14, 0.00, 0.12, 0.00, 1.45, 1.73, 1.29, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
293,  0,  11.680,  0.98,  1,  89.7,  -229.8,  1152.0,  0.197,  0.023,  -0.013, 0.33, 0.00, 2.48, 0.00, 0.80, 2.07, 0.00, 2.31, 0.60, 0.12, 0.00, 0.00, 0.07, 0.00, 1.77, 2.25, 1.16, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
294,  0,  11.720,  0.98,  1,  78.5,  -225.8,  1128.1,  0.192,  0.094,  -0.017, 0.13, 0.00, 2.42, 0.00, 0.89, 2.15, 0.04, 2.20, 0.51, 0.20, 0.00, 0.00, 0.08, 0.00, 2.19, 2.51, 1.21, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
295,  0,  11.760,  0.98,  1,  69.1,  -229.2,  1131.1,  0.168,  0.192,  -0.031, 0.00, 0.17, 2.06, 0.00, 0.74, 2.21, 0.04, 1.86, 0.30, 0.20, 0.00, 0.04, 0.05, 0.00, 2.35, 2.24, 1.19, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
296,  0,  11.800,  0.98,  1,  59.5,  -234.6,  1136.1,  0.122,  0.287,  -0.021, 0.00, 0.25, 1.76, 0.00, 0.49, 2.41, 0.04, 1.26, 0.11, 0.07, 0.00, 0.04, 0.00, 0.00, 2.14, 1.50, 1.25, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
297,  0,  11.840,  0.98,  1,  49.4,  -237.3,  1127.6,  0.105,  0.344,  -0.004, 0.04, 0.48, 1.29, 0.00, 0.21, 2.30, 0.00, 0.63, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 1.23, 0.69, 1.02, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
298,  0,  11.880,  0.98,  1,  40.5,  -242.0,  1133.2,  0.072,  0.379,  0.012, 0.30, 0.83, 1.08, 0.00, 0.07, 1.98, 0.00, 0.26, 0.00, 0.00, 0.00, 0.17, 0.00, 0.00, 0.46, 0.19, 0.84, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
299,  0,  11.920,  0.98,  1,  31.9,  -244.3,  1135.3,  0.087,  0.420,  0.017, 0.59, 1.22, 0.82, 0.00, 0.00, 1.50, 0.00, 0.01, 0.00, 0.00, 0.00, 0.42, 0.04, 0.00, 0.00, 0.00, 0.78, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
300,  0,  11.960,  0.98,  1,  23.3,  -246.2,  1146.0,  0.122,  0.459,  0.021, 0.84, 1.48, 0.85, 0.00, 0.00, 1.07, 0.00, 0.04, 0.00, 0.00, 0.00, 0.73, 0.05, 0.00, 0.00, 0.00, 0.56, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
301,  0,  12.000,  0.98,  1,  15.3,  -245.1,  1151.9,  0.155,  0.499,  0.019, 0.75, 1.20, 0.77, 0.00, 0.00, 0.60, 0.07, 0.44, 0.00, 0.00, 0.00, 0.71, 0.05, 0.00, 0.05, 0.00, 0.40, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
302,  0,  12.040,  0.98,  1,  8.8,  -242.2,  1156.2,  0.197,  0.505,  -0.003, 0.66, 0.97, 0.79, 0.00, 0.00, 0.32, 0.18, 0.98, 0.09, 0.00, 0.00, 0.51, 0.01, 0.00, 0.26, 0.00, 0.17, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
303,  0,  12.080,  0.98,  1,  3.7,  -242.0,  1165.7,  0.211,  0.516,  -0.009, 0.60, 0.56, 0.77, 0.00, 0.00, 0.20, 0.23, 1.43, 0.18, 0.00, 0.00, 0.37, 0.00, 0.00, 0.52, 0.00, 0.14, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
304,  0,  12.120,  0.88,  1,  -0.9,  -243.0,  1175.8,  0.180,  0.580,  -0.003, 0.66, 0.31, 0.79, 0.00, 0.00, 0.12, 0.16, 1.32, 0.29, 0.00, 0.00, 0.67, 0.00, 0.36, 0.47, 0.00, 0.04, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
305,  0,  12.160,  0.88,  1,  -4.3,  -243.7,  1186.1,  0.153,  0.605,  0.009, 0.73, 0.21, 0.90, 0.00, 0.00, 0.00, 0.04, 0.96, 0.24, 0.00, 0.00, 1.46, 0.00, 0.96, 0.27, 0.00, 0.04, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
306,  0,  12.200,  0.88,  1,  -6.5,  -242.1,  1185.4,  0.167,  0.629,  0.004, 0.80, 0.32, 0.84, 0.00, 0.00, 0.00, 0.00, 0.81, 0.18, 0.00, 0.00, 1.98, 0.03, 1.47, 0.01, 0.33, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
307,  0,  12.240,  0.98,  1,  -8.9,  -235.6,  1164.7,  0.202,  0.660,  -0.021, 0.85, 0.53, 0.81, 0.00, 0.00, 0.00, 0.00, 0.70, 0.10, 0.00, 0.00, 2.34, 0.27, 1.46, 0.00, 0.48, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
308,  0,  12.280,  0.98,  1,  -12.3,  -237.6,  1176.9,  0.221,  0.667,  -0.041, 0.86, 0.61, 0.64, 0.00, 0.00, 0.00, 0.00, 0.68, 0.09, 0.00, 0.00, 2.24, 0.33, 1.30, 0.00, 0.48, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
309,  0,  12.320,  0.88,  1,  -16.4,  -240.5,  1187.9,  0.227,  0.678,  -0.062, 0.92, 0.61, 0.63, 0.00, 0.00, 0.00, 0.00, 0.55, 0.23, 0.00, 0.00, 1.84, 0.30, 1.27, 0.00, 0.15, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
310,  0,  12.360,  0.88,  1,  -20.8,  -241.5,  1194.6,  0.239,  0.673,  -0.109, 0.86, 0.55, 0.64, 0.00, 0.00, 0.00, 0.00, 0.56, 0.35, 0.00, 0.00, 1.52, 0.06, 1.54, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
311,  0,  12.400,  0.82,  1,  -23.5,  -241.4,  1191.4,  0.285,  0.666,  -0.153, 0.86, 0.47, 0.67, 0.00, 0.02, 0.00, 0.00, 0.55, 0.59, 0.00, 0.00, 1.50, 0.06, 1.84, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
312,  0,  12.440,  0.82,  1,  -25.1,  -242.4,  1192.5,  0.254,  0.660,  -0.162, 0.85, 0.27, 0.71, 0.00, 0.02, 0.00, 0.00, 0.38, 0.67, 0.00, 0.00, 1.99, 0.19, 2.02, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
313,  0,  12.480,  0.82,  1,  -25.5,  -241.5,  1196.0,  0.248,  0.665,  -0.173, 1.09, 0.30, 0.77, 0.00, 0.02, 0.00, 0.00, 0.18, 0.60, 0.00, 0.00, 2.04, 0.19, 1.91, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
314,  0,  12.520,  0.98,  1,  -26.8,  -239.2,  1196.7,  0.279,  0.668,  -0.182, 1.16, 0.18, 0.84, 0.26, 0.00, 0.00, 0.00, 0.03, 0.36, 0.00, 0.00, 2.10, 0.14, 1.93, 0.05, 0.72, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
315,  0,  12.560,  0.88,  1,  -26.3,  -228.2,  1158.9,  0.329,  0.679,  -0.206, 1.27, 0.18, 1.01, 0.55, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 2.19, 0.07, 2.06, 0.16, 1.61, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
316,  0,  12.600,  0.98,  1,  -25.9,  -218.6,  1126.9,  0.387,  0.675,  -0.240, 1.33, 0.24, 1.23, 0.69, 0.00, 0.00, 0.00, 0.15, 0.04, 0.00, 0.00, 2.45, 0.07, 2.30, 0.16, 1.97, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
317,  0,  12.640,  0.98,  1,  -28.8,  -222.2,  1141.3,  0.346,  0.646,  -0.213, 1.44, 0.46, 1.35, 0.47, 0.00, 0.00, 0.00, 0.32, 0.01, 0.00, 0.07, 1.97, 0.07, 2.04, 0.12, 1.25, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
318,  0,  12.680,  0.98,  1,  -31.8,  -222.1,  1149.0,  0.330,  0.633,  -0.194, 1.41, 0.69, 1.30, 0.32, 0.00, 0.00, 0.00, 0.67, 0.07, 0.00, 0.07, 1.36, 0.00, 1.55, 0.00, 0.43, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
319,  0,  12.720,  0.98,  1,  -34.7,  -223.8,  1163.2,  0.321,  0.598,  -0.176, 1.14, 0.68, 1.08, 0.31, 0.00, 0.00, 0.00, 0.77, 0.11, 0.00, 0.07, 1.04, 0.00, 1.30, 0.01, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
320,  0,  12.760,  0.88,  1,  -37.3,  -223.1,  1170.8,  0.327,  0.575,  -0.172, 0.90, 0.72, 0.94, 0.40, 0.00, 0.00, 0.00, 0.85, 0.10, 0.00, 0.00, 1.39, 0.00, 1.35, 0.01, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
