frame, face_id, timestamp, confidence, success, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
431,  0,  17.935,  0.98,  1,  -68.3,  -156.0,  1275.1,  0.298,  0.436,  0.003, 0.37, 0.00, 0.51, 0.00, 0.04, 0.39, 0.50, 1.71, 0.56, 0.38, 0.00, 2.22, 0.34, 0.38, 0.83, 1.83, 0.06, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
432,  0,  17.976,  0.98,  1,  -72.8,  -157.6,  1283.4,  0.292,  0.449,  0.013, 0.53, 0.00, 0.38, 0.00, 0.11, 0.29, 0.53, 1.81, 0.71, 0.59, 0.00, 2.37, 0.37, 0.45, 0.77, 1.78, 0.03, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
433,  0,  18.018,  0.98,  1,  -76.9,  -158.1,  1288.8,  0.295,  0.459,  0.020, 0.69, 0.01, 0.37, 0.00, 0.18, 0.26, 0.52, 1.91, 0.75, 0.56, 0.00, 2.35, 0.49, 0.58, 0.82, 1.80, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
434,  0,  18.060,  0.98,  1,  -80.7,  -156.6,  1286.3,  0.300,  0.472,  0.019, 0.78, 0.08, 0.43, 0.00, 0.25, 0.10, 0.35, 1.75, 0.75, 0.45, 0.07, 2.30, 0.46, 0.75, 0.69, 1.67, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
435,  0,  18.101,  0.98,  1,  -82.9,  -153.6,  1283.0,  0.329,  0.471,  0.004, 0.88, 0.17, 0.61, 0.00, 0.30, 0.09, 0.26, 1.70, 0.70, 0.26, 0.11, 2.44, 0.33, 0.90, 0.63, 1.65, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
436,  0,  18.143,  0.98,  1,  -85.5,  -150.0,  1279.4,  0.348,  0.474,  -0.011, 0.98, 0.41, 0.71, 0.00, 0.31, 0.00, 0.27, 1.50, 0.66, 0.13, 0.11, 2.54, 0.15, 0.93, 0.64, 1.56, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
437,  0,  18.185,  0.98,  1,  -88.9,  -147.4,  1281.2,  0.344,  0.468,  -0.012, 1.05, 0.65, 0.80, 0.00, 0.34, 0.00, 0.42, 1.41, 0.59, 0.02, 0.03, 2.59, 0.09, 0.92, 0.81, 1.54, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
438,  0,  18.227,  0.98,  1,  -91.9,  -145.9,  1281.3,  0.348,  0.469,  -0.014, 1.09, 0.85, 0.92, 0.00, 0.36, 0.00, 0.49, 1.20, 0.55, 0.00, 0.00, 2.64, 0.07, 0.89, 0.71, 1.52, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
439,  0,  18.268,  0.98,  1,  -95.4,  -146.7,  1286.3,  0.349,  0.471,  -0.013, 0.94, 0.86, 1.00, 0.00, 0.33, 0.00, 0.47, 1.20, 0.59, 0.07, 0.00, 2.76, 0.01, 1.01, 0.50, 1.48, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
440,  0,  18.310,  0.98,  1,  -98.9,  -149.5,  1292.8,  0.327,  0.474,  0.002, 1.01, 0.83, 1.02, 0.00, 0.29, 0.00, 0.48, 1.19, 0.59, 0.14, 0.00, 2.74, 0.01, 1.11, 0.35, 1.32, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
441,  0,  18.352,  0.93,  1,  -100.8,  -150.8,  1288.3,  0.324,  0.489,  0.014, 0.91, 0.64, 0.91, 0.00, 0.18, 0.00, 0.43, 1.14, 0.56, 0.14, 0.00, 2.58, 0.01, 1.27, 0.40, 1.18, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
442,  0,  18.393,  0.98,  1,  -102.4,  -151.1,  1278.5,  0.316,  0.497,  0.034, 0.95, 0.61, 0.79, 0.00, 0.12, 0.00, 0.38, 0.97, 0.51, 0.07, 0.00, 2.29, 0.13, 1.32, 0.46, 0.99, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
443,  0,  18.435,  0.98,  1,  -105.1,  -153.6,  1286.0,  0.311,  0.488,  0.045, 0.80, 0.55, 0.68, 0.00, 0.06, 0.00, 0.29, 0.82, 0.50, 0.00, 0.00, 2.08, 0.30, 1.42, 0.57, 0.95, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
444,  0,  18.477,  0.98,  1,  -107.3,  -154.8,  1292.4,  0.314,  0.481,  0.056, 0.78, 0.62, 0.62, 0.00, 0.10, 0.00, 0.28, 0.80, 0.53, 0.00, 0.00, 1.89, 0.43, 1.43, 0.51, 0.78, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
445,  0,  18.518,  0.98,  1,  -109.1,  -155.3,  1297.3,  0.319,  0.469,  0.063, 0.74, 0.69, 0.72, 0.00, 0.15, 0.00, 0.37, 0.95, 0.58, 0.13, 0.00, 2.02, 0.43, 1.39, 0.36, 0.83, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
446,  0,  18.560,  0.98,  1,  -110.0,  -154.3,  1307.2,  0.322,  0.452,  0.031, 0.74, 0.69, 0.72, 0.00, 0.27, 0.00, 0.38, 1.15, 0.70, 0.13, 0.00, 2.16, 0.34, 1.24, 0.29, 0.92, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
447,  0,  18.602,  0.98,  1,  -110.1,  -150.3,  1298.3,  0.350,  0.453,  0.010, 0.81, 0.81, 0.74, 0.00, 0.39, 0.00, 0.43, 1.31, 0.76, 0.15, 0.00, 2.27, 0.27, 1.11, 0.32, 1.07, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
448,  0,  18.644,  0.98,  1,  -110.1,  -146.7,  1294.7,  0.368,  0.448,  -0.003, 0.82, 0.88, 0.66, 0.00, 0.46, 0.06, 0.40, 1.45, 0.77, 0.11, 0.00, 2.19, 0.17, 1.04, 0.41, 1.17, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
449,  0,  18.685,  0.98,  1,  -111.2,  -144.6,  1297.6,  0.370,  0.436,  -0.005, 0.82, 1.10, 0.70, 0.00, 0.46, 0.06, 0.47, 1.55, 0.78, 0.18, 0.00, 2.13, 0.09, 0.97, 0.31, 1.17, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
450,  0,  18.727,  0.98,  1,  -111.6,  -144.5,  1298.3,  0.373,  0.425,  -0.008, 0.68, 0.99, 0.57, 0.00, 0.28, 0.06, 0.45, 1.67, 0.78, 0.27, 0.00, 2.05, 0.07, 0.90, 0.31, 1.22, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
451,  0,  18.769,  0.98,  1,  -111.4,  -146.5,  1299.8,  0.352,  0.416,  -0.004, 0.42, 0.63, 0.51, 0.00, 0.22, 0.00, 0.43, 1.68, 0.80, 0.29, 0.00, 1.85, 0.05, 0.78, 0.30, 1.23, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
452,  0,  18.810,  0.98,  1,  -111.4,  -150.4,  1303.7,  0.322,  0.405,  0.007, 0.25, 0.19, 0.26, 0.00, 0.08, 0.00, 0.49, 1.76, 0.78, 0.30, 0.00, 1.70, 0.23, 0.56, 0.57, 1.17, 0.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
453,  0,  18.852,  0.98,  1,  -111.7,  -155.6,  1326.1,  0.287,  0.388,  0.025, 0.09, 0.32, 0.16, 0.00, 0.07, 0.00, 0.35, 1.60, 0.77, 0.19, 0.00, 1.06, 0.44, 0.28, 1.27, 1.04, 1.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
454,  0,  18.894,  0.98,  1,  -105.4,  -163.4,  1332.5,  0.228,  0.305,  0.032, 0.10, 0.54, 0.00, 0.00, 0.00, 0.00, 0.22, 1.31, 0.77, 0.08, 0.00, 0.70, 0.59, 0.12, 1.86, 0.93, 1.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
455,  0,  18.936,  0.98,  1,  -102.5,  -167.8,  1350.9,  0.206,  0.226,  0.037, 0.01, 0.79, 0.00, 0.00, 0.00, 0.00, 0.00, 0.95, 0.65, 0.00, 0.00, 0.48, 0.43, 0.25, 1.63, 0.65, 1.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
456,  0,  18.977,  0.93,  1,  -99.2,  -169.5,  1357.1,  0.222,  0.137,  0.033, 0.01, 0.55, 0.00, 0.00, 0.00, 0.00, 0.00, 0.69, 0.49, 0.00, 0.00, 0.90, 0.35, 0.35, 0.80, 0.47, 0.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
457,  0,  19.019,  0.93,  1,  -96.1,  -168.3,  1348.9,  0.249,  0.072,  0.036, 0.00, 0.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.39, 0.33, 0.00, 0.00, 1.09, 0.53, 0.30, 0.26, 0.48, 0.55, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
458,  0,  19.061,  0.98,  1,  -93.1,  -165.3,  1337.4,  0.290,  0.021,  0.030, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.15, 0.35, 0.00, 0.00, 0.93, 0.78, 0.11, 0.61, 0.96, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
459,  0,  19.102,  0.98,  1,  -91.0,  -161.2,  1322.0,  0.328,  -0.008,  0.027, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.06, 0.48, 0.00, 0.00, 0.61, 0.98, 0.01, 1.00, 1.17, 0.11, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
460,  0,  19.144,  0.98,  1,  -90.4,  -157.4,  1311.8,  0.373,  -0.026,  0.022, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.05, 0.59, 0.04, 0.00, 0.45, 0.86, 0.00, 1.04, 1.00, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
461,  0,  19.186,  0.98,  1,  -91.3,  -155.4,  1318.1,  0.411,  -0.045,  0.018, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.13, 0.67, 0.11, 0.00, 0.39, 0.86, 0.00, 0.71, 0.49, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
462,  0,  19.228,  0.98,  1,  -92.6,  -153.3,  1323.6,  0.453,  -0.061,  0.016, 0.10, 0.00, 0.00, 0.00, 0.02, 0.00, 0.05, 0.19, 0.70, 0.38, 0.00, 0.41, 0.64, 0.00, 0.37, 0.15, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
463,  0,  19.269,  0.98,  1,  -93.7,  -150.6,  1322.2,  0.477,  -0.080,  0.016, 0.12, 0.00, 0.00, 0.00, 0.02, 0.00, 0.07, 0.32, 0.66, 0.46, 0.00, 0.35, 0.49, 0.00, 0.33, 0.04, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
464,  0,  19.311,  0.98,  1,  -94.3,  -149.8,  1321.0,  0.464,  -0.104,  0.017, 0.12, 0.00, 0.00, 0.00, 0.02, 0.00, 0.03, 0.47, 0.63, 0.52, 0.04, 0.40, 0.45, 0.00, 0.48, 0.27, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
465,  0,  19.353,  0.98,  1,  -95.0,  -150.4,  1325.4,  0.439,  -0.127,  0.020, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.66, 0.60, 0.26, 0.15, 0.46, 0.28, 0.00, 0.80, 0.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
466,  0,  19.394,  0.98,  1,  -95.1,  -152.5,  1328.8,  0.401,  -0.169,  0.027, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.89, 0.67, 0.13, 0.29, 0.34, 0.22, 0.00, 0.85, 1.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
467,  0,  19.436,  0.98,  1,  -94.7,  -153.6,  1328.8,  0.391,  -0.210,  0.038, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 1.03, 0.72, 0.00, 0.48, 0.19, 0.00, 0.00, 0.86, 1.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
468,  0,  19.478,  0.98,  1,  -93.0,  -153.4,  1325.5,  0.390,  -0.265,  0.047, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.97, 0.75, 0.04, 0.45, 0.02, 0.00, 0.00, 0.77, 1.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
469,  0,  19.520,  0.98,  1,  -91.3,  -152.0,  1325.0,  0.413,  -0.288,  0.038, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.85, 0.70, 0.23, 0.41, 0.10, 0.00, 0.00, 0.52, 0.97, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
470,  0,  19.561,  0.98,  1,  -90.7,  -152.2,  1333.2,  0.413,  -0.307,  0.033, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.77, 0.70, 0.41, 0.31, 0.21, 0.00, 0.00, 0.28, 0.55, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
471,  0,  19.603,  0.98,  1,  -90.3,  -152.1,  1333.8,  0.411,  -0.324,  0.033, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.86, 0.66, 0.52, 0.40, 0.38, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
472,  0,  19.645,  0.98,  1,  -89.9,  -151.9,  1332.6,  0.416,  -0.344,  0.038, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.95, 0.66, 0.56, 0.45, 0.29, 0.00, 0.00, 0.12, 0.04, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
473,  0,  19.686,  0.98,  1,  -90.2,  -152.6,  1336.0,  0.422,  -0.346,  0.040, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.90, 0.64, 0.71, 0.48, 0.24, 0.00, 0.00, 0.16, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
474,  0,  19.728,  0.98,  1,  -90.2,  -153.6,  1338.9,  0.421,  -0.354,  0.038, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.86, 0.63, 0.85, 0.37, 0.12, 0.00, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
475,  0,  19.770,  0.98,  1,  -89.7,  -153.2,  1335.5,  0.415,  -0.364,  0.037, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.88, 0.62, 0.92, 0.29, 0.20, 0.00, 0.00, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
476,  0,  19.811,  0.98,  1,  -89.5,  -152.8,  1333.2,  0.414,  -0.370,  0.037, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.92, 0.61, 0.83, 0.18, 0.24, 0.00, 0.00, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
477,  0,  19.853,  0.98,  1,  -89.3,  -152.4,  1333.1,  0.420,  -0.373,  0.039, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.94, 0.55, 0.76, 0.27, 0.31, 0.00, 0.00, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
478,  0,  19.895,  0.98,  1,  -88.0,  -151.0,  1329.6,  0.432,  -0.391,  0.045, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.93, 0.51, 0.74, 0.34, 0.35, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
479,  0,  19.937,  0.98,  1,  -86.9,  -150.5,  1330.0,  0.434,  -0.402,  0.048, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.99, 0.47, 0.83, 0.52, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
480,  0,  19.978,  0.98,  1,  -84.8,  -150.8,  1327.7,  0.421,  -0.412,  0.044, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.02, 0.46, 1.00, 0.61, 0.70, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
481,  0,  20.020,  0.98,  1,  -82.8,  -154.3,  1333.7,  0.380,  -0.437,  0.034, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.17, 0.54, 1.06, 0.83, 0.86, 0.00, 0.00, 0.00, 0.00, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
482,  0,  20.062,  0.93,  1,  -81.6,  -160.5,  1347.4,  0.332,  -0.454,  0.015, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.29, 0.57, 0.96, 1.15, 0.83, 0.00, 0.00, 0.00, 0.00, 0.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
483,  0,  20.103,  0.88,  1,  -79.2,  -167.0,  1365.7,  0.301,  -0.473,  0.001, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.41, 0.64, 0.77, 1.28, 0.70, 0.00, 0.00, 0.33, 0.08, 1.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
484,  0,  20.145,  0.88,  1,  -75.3,  -169.3,  1356.2,  0.299,  -0.515,  -0.005, 0.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.42, 0.54, 0.60, 1.34, 0.45, 0.00, 0.00, 0.65, 0.24, 1.59, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
485,  0,  20.187,  0.88,  1,  -71.3,  -171.3,  1350.9,  0.276,  -0.533,  -0.018, 0.74, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.31, 0.47, 0.68, 1.14, 0.42, 0.00, 0.00, 0.72, 0.36, 1.80, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
486,  0,  20.229,  0.88,  1,  -67.4,  -172.0,  1349.3,  0.266,  -0.530,  -0.036, 0.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.34, 0.46, 0.70, 1.22, 0.24, 0.00, 0.00, 0.66, 0.36, 1.80, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
487,  0,  20.270,  0.88,  1,  -65.0,  -171.7,  1361.2,  0.290,  -0.508,  -0.032, 0.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.36, 0.51, 0.80, 1.25, 0.19, 0.00, 0.00, 0.78, 0.35, 1.62, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
488,  0,  20.312,  0.88,  1,  -60.8,  -168.1,  1354.9,  0.289,  -0.504,  -0.027, 0.54, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.48, 0.58, 0.69, 1.29, 0.01, 0.00, 0.00, 1.12, 0.40, 1.42, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
489,  0,  20.354,  0.88,  1,  -56.6,  -166.4,  1351.8,  0.282,  -0.500,  -0.024, 0.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.43, 0.55, 0.72, 1.22, 0.08, 0.00, 0.00, 1.12, 0.31, 1.26, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
490,  0,  20.395,  0.88,  1,  -53.2,  -168.0,  1356.1,  0.266,  -0.496,  -0.028, 0.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.23, 0.50, 0.85, 1.11, 0.40, 0.00, 0.00, 0.69, 0.15, 1.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
